Id,Label,PersonID,AuthorFullName,AuthorName,Orcid,OpenAlexAuthorID,AuthorID,ResearcherID,Email
OA:A5029998071,"JOEY, MEHLHORN",OA:A5029998071,"JOEY, MEHLHORN",JOEY M,,https://openalex.org/A5029998071,OA:A5029998071,,
OA:A5030027495,"JULIA, FERRANDIZ",OA:A5030027495,"JULIA, FERRANDIZ",JULIA F,,https://openalex.org/A5030027495,OA:A5030027495,,
OA:A5030043319,"PIETER, SEUNEKE",OA:A5030043319,"PIETER, SEUNEKE",PIETER S,,https://openalex.org/A5030043319,OA:A5030043319,,
OA:A5030051146,"KAREN, M. LANCENDORFER",OA:A5030051146,"KAREN, M. LANCENDORFER",KAREN ML,,https://openalex.org/A5030051146,OA:A5030051146,,
OA:A5030073500,"NIELS, VAN DER WEERDT",OA:A5030073500,"NIELS, VAN DER WEERDT",NIELS VDW,,https://openalex.org/A5030073500,OA:A5030073500,,
OA:A5030086607,"ANAND, V. BODAPATI",OA:A5030086607,"ANAND, V. BODAPATI",ANAND VB,,https://openalex.org/A5030086607,OA:A5030086607,,
OA:A5030158668,GERALD E. HILLS,OA:A5030158668,GERALD E. HILLS,"HILLS, G.E.",,https://openalex.org/A5030158668,OA:A5030158668,,
OA:A5030163511,"W., J. KING",OA:A5030163511,"W., J. KING",W. JK,,https://openalex.org/A5030163511,OA:A5030163511,,
OA:A5030174016,"SATYAJIT, MAJUMDAR",OA:A5030174016,"SATYAJIT, MAJUMDAR",SATYAJIT M,,https://openalex.org/A5030174016,OA:A5030174016,,
OA:A5030185404,"HOWARD, D. FELDMAN",OA:A5030185404,"HOWARD, D. FELDMAN",HOWARD DF,,https://openalex.org/A5030185404,OA:A5030185404,,
OA:A5030235495,"SCOTT, J. RASMUSSEN",OA:A5030235495,"SCOTT, J. RASMUSSEN",SCOTT JR,,https://openalex.org/A5030235495,OA:A5030235495,,
OA:A5030270810,"DEEPAK, K. DATTA",OA:A5030270810,"DEEPAK, K. DATTA",DEEPAK KD,,https://openalex.org/A5030270810,OA:A5030270810,,
OA:A5030336061,"THUAN, THI PHUONG HUYNH",OA:A5030336061,"THUAN, THI PHUONG HUYNH",THUAN TPH,,https://openalex.org/A5030336061,OA:A5030336061,,
OA:A5030351042,"NUHU, TANKO DANIBRAHIM",OA:A5030351042,"NUHU, TANKO DANIBRAHIM",NUHU TD,,https://openalex.org/A5030351042,OA:A5030351042,,
OA:A5030381628,"SALIMA, PAUL",OA:A5030381628,"SALIMA, PAUL",SALIMA P,,https://openalex.org/A5030381628,OA:A5030381628,,
OA:A5030389703,"RAVINDER, K. KHARB",OA:A5030389703,"RAVINDER, K. KHARB",RAVINDER KK,,https://openalex.org/A5030389703,OA:A5030389703,,
OA:A5030405067,"CLIFTON, BALDWIN",OA:A5030405067,"CLIFTON, BALDWIN",CLIFTON B,,https://openalex.org/A5030405067,OA:A5030405067,,
OA:A5030439835,LEESEUNGYONG,OA:A5030439835,LEESEUNGYONG,LEESEUNGYONG,,https://openalex.org/A5030439835,OA:A5030439835,,
OA:A5030543474,"CHOU‐KANG, CHIU",OA:A5030543474,"CHOU‐KANG, CHIU",CHOU‐KANG C,,https://openalex.org/A5030543474,OA:A5030543474,,
OA:A5030569742,"JAM, KHOJASTEH",OA:A5030569742,"JAM, KHOJASTEH",JAM K,,https://openalex.org/A5030569742,OA:A5030569742,,
OA:A5030709947,"TIFFANY, BARNETT WHITE",OA:A5030709947,"TIFFANY, BARNETT WHITE",TIFFANY BW,,https://openalex.org/A5030709947,OA:A5030709947,,
OA:A5030741773,"AMEENA, ZAFAR",OA:A5030741773,"AMEENA, ZAFAR",AMEENA Z,,https://openalex.org/A5030741773,OA:A5030741773,,
OA:A5030749077,"WU‐CHUNG, WU",OA:A5030749077,"WU‐CHUNG, WU",WU‐CHUNG W,,https://openalex.org/A5030749077,OA:A5030749077,,
OA:A5030805884,"TRACY, L. TUTEN",OA:A5030805884,"TRACY, L. TUTEN",TRACY LT,,https://openalex.org/A5030805884,OA:A5030805884,,
OA:A5030811599,"SABRINA, HOMBOURGER-BARES",OA:A5030811599,"SABRINA, HOMBOURGER-BARES",SABRINA H,,https://openalex.org/A5030811599,OA:A5030811599,,
OA:A5030920571,"TOM, G. NOORDEWIER",OA:A5030920571,"TOM, G. NOORDEWIER",TOM GN,,https://openalex.org/A5030920571,OA:A5030920571,,
OA:A5031026423,SUDIRMAN ZAID,OA:A5031026423,SUDIRMAN ZAID,"ZAID, S.",,https://openalex.org/A5031026423,OA:A5031026423,,
OA:A5031044994,HERRI HERRI,OA:A5031044994,HERRI HERRI,HERRI,,https://openalex.org/A5031044994,OA:A5031044994,,
OA:A5031071590,"H., H. SPANGENBERRG",OA:A5031071590,"H., H. SPANGENBERRG",H. HS,,https://openalex.org/A5031071590,OA:A5031071590,,
OA:A5031083378,"NIGEL, F. PIERCY",OA:A5031083378,"NIGEL, F. PIERCY",NIGEL FP,,https://openalex.org/A5031083378,OA:A5031083378,,
OA:A5031099975,"GANG, FAN",OA:A5031099975,"GANG, FAN",GANG F,,https://openalex.org/A5031099975,OA:A5031099975,,
OA:A5031109994,"AYCA, KUBRA HIZARCI",OA:A5031109994,"AYCA, KUBRA HIZARCI",AYCA KH,,https://openalex.org/A5031109994,OA:A5031109994,,
OA:A5031144062,"VAL, CLULOW",OA:A5031144062,"VAL, CLULOW",VAL C,,https://openalex.org/A5031144062,OA:A5031144062,,
OA:A5031183229,"HUBERT, VAN HOOF",OA:A5031183229,"HUBERT, VAN HOOF",HUBERT VH,,https://openalex.org/A5031183229,OA:A5031183229,,
OA:A5031187580,"BASTIAN, SCHWEIGER",OA:A5031187580,"BASTIAN, SCHWEIGER",BASTIAN S,,https://openalex.org/A5031187580,OA:A5031187580,,
OA:A5031238395,"BJØRN, OLSEN",OA:A5031238395,"BJØRN, OLSEN",BJØRN O,,https://openalex.org/A5031238395,OA:A5031238395,,
OA:A5031273205,"SUSAN, P. DOUGLAS",OA:A5031273205,"SUSAN, P. DOUGLAS",SUSAN PD,,https://openalex.org/A5031273205,OA:A5031273205,,
OA:A5031341163,"LISA, MARIE-PIERRE",OA:A5031341163,"LISA, MARIE-PIERRE",LISA M,,https://openalex.org/A5031341163,OA:A5031341163,,
OA:A5031348090,"GREGORY, L. STORM",OA:A5031348090,"GREGORY, L. STORM",GREGORY LS,,https://openalex.org/A5031348090,OA:A5031348090,,
OA:A5031358583,"SHARON, L. OSWALD",OA:A5031358583,"SHARON, L. OSWALD",SHARON LO,,https://openalex.org/A5031358583,OA:A5031358583,,
OA:A5031397653,"FRANCK, DUQUESNOIS",OA:A5031397653,"FRANCK, DUQUESNOIS",FRANCK D,,https://openalex.org/A5031397653,OA:A5031397653,,
OA:A5031417842,"CHARLES, TEDDLIE",OA:A5031417842,"CHARLES, TEDDLIE",CHARLES T,,https://openalex.org/A5031417842,OA:A5031417842,,
OA:A5031422112,"ANTON, P. FENIK",OA:A5031422112,"ANTON, P. FENIK",ANTON PF,,https://openalex.org/A5031422112,OA:A5031422112,,
OA:A5031440238,"JENS, BRECKLING",OA:A5031440238,"JENS, BRECKLING",JENS B,,https://openalex.org/A5031440238,OA:A5031440238,,
OA:A5031532548,"NATASA, DEUTINGER",OA:A5031532548,"NATASA, DEUTINGER",NATASA D,,https://openalex.org/A5031532548,OA:A5031532548,,
OA:A5031580306,"STEVE, BEARE",OA:A5031580306,"STEVE, BEARE",STEVE B,,https://openalex.org/A5031580306,OA:A5031580306,,
OA:A5031631110,"TONE, A. OSTGAARD",OA:A5031631110,"TONE, A. OSTGAARD",TONE AO,,https://openalex.org/A5031631110,OA:A5031631110,,
OA:A5031646672,"JOEL, RYMAN",OA:A5031646672,"JOEL, RYMAN",JOEL R,,https://openalex.org/A5031646672,OA:A5031646672,,
OA:A5031690626,"ALISON, MORRISON",OA:A5031690626,"ALISON, MORRISON",ALISON M,,https://openalex.org/A5031690626,OA:A5031690626,,
OA:A5031717251,"LIESL, RIDDLE",OA:A5031717251,"LIESL, RIDDLE",LIESL R,,https://openalex.org/A5031717251,OA:A5031717251,,
OA:A5031718343,"LOTTA, SIUTLA",OA:A5031718343,"LOTTA, SIUTLA",LOTTA S,,https://openalex.org/A5031718343,OA:A5031718343,,
OA:A5031753245,"IVAN, SNEHOTA",OA:A5031753245,"IVAN, SNEHOTA",IVAN S,,https://openalex.org/A5031753245,OA:A5031753245,,
OA:A5031812081,"ROISIN, VIZE",OA:A5031812081,"ROISIN, VIZE",ROISIN V,,https://openalex.org/A5031812081,OA:A5031812081,,
OA:A5031964247,"SILAS, GONTUR",OA:A5031964247,"SILAS, GONTUR",SILAS G,,https://openalex.org/A5031964247,OA:A5031964247,,
OA:A5031976047,"JESSICA, J. HOPPNER",OA:A5031976047,"JESSICA, J. HOPPNER",JESSICA JH,,https://openalex.org/A5031976047,OA:A5031976047,,
OA:A5031991696,"ROBERTO, DANIELE",OA:A5031991696,"ROBERTO, DANIELE",ROBERTO D,,https://openalex.org/A5031991696,OA:A5031991696,,
OA:A5032010324,"TJ, MCCABE",OA:A5032010324,"TJ, MCCABE",TJ M,,https://openalex.org/A5032010324,OA:A5032010324,,
OA:A5032065600,"TERESA, E. DANA",OA:A5032065600,"TERESA, E. DANA",TERESA ED,,https://openalex.org/A5032065600,OA:A5032065600,,
OA:A5032094320,"GEOFF, O’BRIEN",OA:A5032094320,"GEOFF, O’BRIEN",GEOFF O,,https://openalex.org/A5032094320,OA:A5032094320,,
OA:A5032150522,"LOLITA, JURKSIENE",OA:A5032150522,"LOLITA, JURKSIENE",LOLITA J,,https://openalex.org/A5032150522,OA:A5032150522,,
OA:A5032172540,"MARIANN, JELINEK",OA:A5032172540,"MARIANN, JELINEK",MARIANN J,,https://openalex.org/A5032172540,OA:A5032172540,,
OA:A5032218854,"KUNIO, IGUSA",OA:A5032218854,"KUNIO, IGUSA",KUNIO I,,https://openalex.org/A5032218854,OA:A5032218854,,
OA:A5032245966,"PRASHANTH, ANEKAL",OA:A5032245966,"PRASHANTH, ANEKAL",PRASHANTH A,,https://openalex.org/A5032245966,OA:A5032245966,,
OA:A5032313834,"J., MICHAEL CRANT",OA:A5032313834,"J., MICHAEL CRANT",J. MC,,https://openalex.org/A5032313834,OA:A5032313834,,
OA:A5032341856,"JOHN, T. MENTZER",OA:A5032341856,"JOHN, T. MENTZER",JOHN TM,,https://openalex.org/A5032341856,OA:A5032341856,,
OA:A5032389491,"HARRY, MATLAY",OA:A5032389491,"HARRY, MATLAY",HARRY M,,https://openalex.org/A5032389491,OA:A5032389491,,
OA:A5032445657,"INDERPREET, S. THUKRAL",OA:A5032445657,"INDERPREET, S. THUKRAL",INDERPREET ST,,https://openalex.org/A5032445657,OA:A5032445657,,
OA:A5032453542,"JOHN, R. HAUSER",OA:A5032453542,"JOHN, R. HAUSER",JOHN RH,,https://openalex.org/A5032453542,OA:A5032453542,,
OA:A5032458002,"DMAITHAN, ALMAJALI",OA:A5032458002,"DMAITHAN, ALMAJALI",DMAITHAN A,,https://openalex.org/A5032458002,OA:A5032458002,,
OA:A5032496075,"IGOR, NICOLAES",OA:A5032496075,"IGOR, NICOLAES",IGOR N,,https://openalex.org/A5032496075,OA:A5032496075,,
OA:A5032510927,"ANON, KHAMWON",OA:A5032510927,"ANON, KHAMWON",ANON K,,https://openalex.org/A5032510927,OA:A5032510927,,
OA:A5032646983,"ARNOLD, S. TANNENBAUM",OA:A5032646983,"ARNOLD, S. TANNENBAUM",ARNOLD ST,,https://openalex.org/A5032646983,OA:A5032646983,,
OA:A5032694229,"NASER, SEIFOLLAHI",OA:A5032694229,"NASER, SEIFOLLAHI",NASER S,,https://openalex.org/A5032694229,OA:A5032694229,,
OA:A5032700680,"AN, YI",OA:A5032700680,"AN, YI",AN Y,,https://openalex.org/A5032700680,OA:A5032700680,,
OA:A5032748540,"RUY, TEIXEIRA",OA:A5032748540,"RUY, TEIXEIRA",RUY T,,https://openalex.org/A5032748540,OA:A5032748540,,
OA:A5032771986,"SULAIMAN, SAJILAN",OA:A5032771986,"SULAIMAN, SAJILAN",SULAIMAN S,,https://openalex.org/A5032771986,OA:A5032771986,,
OA:A5032787118,"YA-CHU, HSU",OA:A5032787118,"YA-CHU, HSU",YA-CHU H,,https://openalex.org/A5032787118,OA:A5032787118,,
OA:A5032791839,"GUANGPING, WANG",OA:A5032791839,"GUANGPING, WANG",GUANGPING W,,https://openalex.org/A5032791839,OA:A5032791839,,
OA:A5032792084,"WON, MOO HURH",OA:A5032792084,"WON, MOO HURH",WON MH,,https://openalex.org/A5032792084,OA:A5032792084,,
OA:A5032818471,"BRIAN, D. TILL",OA:A5032818471,"BRIAN, D. TILL",BRIAN DT,,https://openalex.org/A5032818471,OA:A5032818471,,
OA:A5032876864,"ANDRIS, A. ZOLTNERS",OA:A5032876864,"ANDRIS, A. ZOLTNERS",ANDRIS AZ,,https://openalex.org/A5032876864,OA:A5032876864,,
OA:A5032891906,"INNOCENT, MUGWAGWA",OA:A5032891906,"INNOCENT, MUGWAGWA",INNOCENT M,,https://openalex.org/A5032891906,OA:A5032891906,,
OA:A5032913081,"SAKU, HIRVONEN",OA:A5032913081,"SAKU, HIRVONEN",SAKU H,,https://openalex.org/A5032913081,OA:A5032913081,,
OA:A5033140657,"KENNETH, A. SHEPSLE",OA:A5033140657,"KENNETH, A. SHEPSLE",KENNETH AS,,https://openalex.org/A5033140657,OA:A5033140657,,
OA:A5033180792,"RONALD, L BURKE",OA:A5033180792,"RONALD, L BURKE",RONALD LB,,https://openalex.org/A5033180792,OA:A5033180792,,
OA:A5033219315,"R., CHAGANTI",OA:A5033219315,"R., CHAGANTI",R. C,,https://openalex.org/A5033219315,OA:A5033219315,,
OA:A5033330521,"SERGE, RIJSDIJK",OA:A5033330521,"SERGE, RIJSDIJK",SERGE R,,https://openalex.org/A5033330521,OA:A5033330521,,
OA:A5033354295,"KATHERINE, HAMILTON",OA:A5033354295,"KATHERINE, HAMILTON",KATHERINE H,,https://openalex.org/A5033354295,OA:A5033354295,,
OA:A5033409132,"YU-CHIN, HUANG",OA:A5033409132,"YU-CHIN, HUANG",YU-CHIN H,,https://openalex.org/A5033409132,OA:A5033409132,,
OA:A5033495291,"ANDREW, L. COMREY",OA:A5033495291,"ANDREW, L. COMREY",ANDREW LC,,https://openalex.org/A5033495291,OA:A5033495291,,
OA:A5033588598,"NORMA, IREDALE",OA:A5033588598,"NORMA, IREDALE",NORMA I,,https://openalex.org/A5033588598,OA:A5033588598,,
OA:A5033604331,"PO-CHIEN, LI",OA:A5033604331,"PO-CHIEN, LI",PO-CHIEN L,,https://openalex.org/A5033604331,OA:A5033604331,,
OA:A5033660499,"JEY, HOWARD ESCORCIA GUZMAN",OA:A5033660499,"JEY, HOWARD ESCORCIA GUZMAN",JEY HEG,,https://openalex.org/A5033660499,OA:A5033660499,,
OA:A5033839854,"VINCENT, HOSMAN",OA:A5033839854,"VINCENT, HOSMAN",VINCENT H,,https://openalex.org/A5033839854,OA:A5033839854,,
OA:A5033917542,"LYNETTE, RYALS",OA:A5033917542,"LYNETTE, RYALS",LYNETTE R,,https://openalex.org/A5033917542,OA:A5033917542,,
OA:A5033931585,"DRAGOSLAV, U. NENEZIC",OA:A5033931585,"DRAGOSLAV, U. NENEZIC",DRAGOSLAV UN,,https://openalex.org/A5033931585,OA:A5033931585,,
OA:A5034012440,"ELIJAH, EVANS",OA:A5034012440,"ELIJAH, EVANS",ELIJAH E,,https://openalex.org/A5034012440,OA:A5034012440,,
OA:A5034037854,"GERALD, ALBAUM",OA:A5034037854,"GERALD, ALBAUM",GERALD A,,https://openalex.org/A5034037854,OA:A5034037854,,
OA:A5034067590,"ALMA, LUCERO ORTIZ",OA:A5034067590,"ALMA, LUCERO ORTIZ",ALMA LO,,https://openalex.org/A5034067590,OA:A5034067590,,
OA:A5034144007,"SUZANNE, DESAI",OA:A5034144007,"SUZANNE, DESAI",SUZANNE D,,https://openalex.org/A5034144007,OA:A5034144007,,
OA:A5034202196,"CHANDRASEKARAN, PADMAVATHY",OA:A5034202196,"CHANDRASEKARAN, PADMAVATHY",CHANDRASEKARAN P,,https://openalex.org/A5034202196,OA:A5034202196,,
OA:A5034233340,"GUIDO, CAPALDO",OA:A5034233340,"GUIDO, CAPALDO",GUIDO C,,https://openalex.org/A5034233340,OA:A5034233340,,
OA:A5034251610,"PHAM, THI MINH LY",OA:A5034251610,"PHAM, THI MINH LY",PHAM TML,,https://openalex.org/A5034251610,OA:A5034251610,,
OA:A5034288353,"GERARDA, WESTERHUIS",OA:A5034288353,"GERARDA, WESTERHUIS",GERARDA W,,https://openalex.org/A5034288353,OA:A5034288353,,
OA:A5034320876,"BARBARA, WICKI",OA:A5034320876,"BARBARA, WICKI",BARBARA W,,https://openalex.org/A5034320876,OA:A5034320876,,
OA:A5034346512,"BERNARDO, LEMOS",OA:A5034346512,"BERNARDO, LEMOS",BERNARDO L,,https://openalex.org/A5034346512,OA:A5034346512,,
OA:A5034373718,"MICHAEL, D. HARTLINE",OA:A5034373718,"MICHAEL, D. HARTLINE",MICHAEL DH,,https://openalex.org/A5034373718,OA:A5034373718,,
OA:A5034401589,"JOSEPH, J. GIGLIERANO",OA:A5034401589,"JOSEPH, J. GIGLIERANO",JOSEPH JG,,https://openalex.org/A5034401589,OA:A5034401589,,
OA:A5034408867,"SEUNG‐KYU, RHEE",OA:A5034408867,"SEUNG‐KYU, RHEE",SEUNG‐KYU R,,https://openalex.org/A5034408867,OA:A5034408867,,
OA:A5034456623,"ROY, WESTBROOK",OA:A5034456623,"ROY, WESTBROOK",ROY W,,https://openalex.org/A5034456623,OA:A5034456623,,
OA:A5034483397,"RICHARD, J. SHAVELSON",OA:A5034483397,"RICHARD, J. SHAVELSON",RICHARD JS,,https://openalex.org/A5034483397,OA:A5034483397,,
OA:A5034655139,"MAURICIO, MELGAREJO",OA:A5034655139,"MAURICIO, MELGAREJO",MAURICIO M,,https://openalex.org/A5034655139,OA:A5034655139,,
OA:A5034676568,"PAMELA, S. BARR",OA:A5034676568,"PAMELA, S. BARR",PAMELA SB,,https://openalex.org/A5034676568,OA:A5034676568,,
OA:A5034713089,"SIOK, SAN TAN",OA:A5034713089,"SIOK, SAN TAN",SIOK ST,,https://openalex.org/A5034713089,OA:A5034713089,,
OA:A5034718355,"SAMER, ELHAJJAR",OA:A5034718355,"SAMER, ELHAJJAR",SAMER E,,https://openalex.org/A5034718355,OA:A5034718355,,
OA:A5034725947,"MAROUANE, BOUSFIHA",OA:A5034725947,"MAROUANE, BOUSFIHA",MAROUANE B,,https://openalex.org/A5034725947,OA:A5034725947,,
OA:A5034742914,"MARKUS, HANISCH",OA:A5034742914,"MARKUS, HANISCH",MARKUS H,,https://openalex.org/A5034742914,OA:A5034742914,,
OA:A5034771077,"SHIWEN, JIAO",OA:A5034771077,"SHIWEN, JIAO",SHIWEN J,,https://openalex.org/A5034771077,OA:A5034771077,,
OA:A5034777310,"RANDLE, D. RAGGIO",OA:A5034777310,"RANDLE, D. RAGGIO",RANDLE DR,,https://openalex.org/A5034777310,OA:A5034777310,,
OA:A5034913672,"BING‐SHENG, TENG",OA:A5034913672,"BING‐SHENG, TENG",BING‐SHENG T,,https://openalex.org/A5034913672,OA:A5034913672,,
OA:A5034927148,"NORMAN, E. BOWIE",OA:A5034927148,"NORMAN, E. BOWIE",NORMAN EB,,https://openalex.org/A5034927148,OA:A5034927148,,
OA:A5034966948,"JON, MACHTYNGER",OA:A5034966948,"JON, MACHTYNGER",JON M,,https://openalex.org/A5034966948,OA:A5034966948,,
OA:A5034985710,"SHAWN, J. WOZNIAK",OA:A5034985710,"SHAWN, J. WOZNIAK",SHAWN JW,,https://openalex.org/A5034985710,OA:A5034985710,,
OA:A5034986860,"DANIEL, KINDSTROM",OA:A5034986860,"DANIEL, KINDSTROM",DANIEL K,,https://openalex.org/A5034986860,OA:A5034986860,,
OA:A5034990851,"GEORGE, R. FRANKE",OA:A5034990851,"GEORGE, R. FRANKE",GEORGE RF,,https://openalex.org/A5034990851,OA:A5034990851,,
OA:A5035009325,"ALLAN, COWPER-SMITH",OA:A5035009325,"ALLAN, COWPER-SMITH",ALLAN C,,https://openalex.org/A5035009325,OA:A5035009325,,
OA:A5035017373,"JOSE‐LUIS, MUNUERA‐ALEMAN",OA:A5035017373,"JOSE‐LUIS, MUNUERA‐ALEMAN",JOSE‐LUIS M,,https://openalex.org/A5035017373,OA:A5035017373,,
OA:A5035046030,"FIKRI, AULAWI RUSMAHAFI",OA:A5035046030,"FIKRI, AULAWI RUSMAHAFI",FIKRI AR,,https://openalex.org/A5035046030,OA:A5035046030,,
OA:A5035052428,"MARGARET, POSIG",OA:A5035052428,"MARGARET, POSIG",MARGARET P,,https://openalex.org/A5035052428,OA:A5035052428,,
OA:A5035057871,"SUI, SUI",OA:A5035057871,"SUI, SUI",SUI S,,https://openalex.org/A5035057871,OA:A5035057871,,
OA:A5035066077,MAZILENA TAJUDDIN,OA:A5035066077,MAZILENA TAJUDDIN,"TAJUDDIN, M.",,https://openalex.org/A5035066077,OA:A5035066077,,
OA:A5035097456,"SIMONE, A. SCHWEIGER",OA:A5035097456,"SIMONE, A. SCHWEIGER",SIMONE AS,,https://openalex.org/A5035097456,OA:A5035097456,,
OA:A5035136433,ABDUL GHAFAR,OA:A5035136433,ABDUL GHAFAR,"GHAFAR, A.",,https://openalex.org/A5035136433,OA:A5035136433,,
OA:A5035207534,"TIANWEI, WAN",OA:A5035207534,"TIANWEI, WAN",TIANWEI W,,https://openalex.org/A5035207534,OA:A5035207534,,
OA:A5035269404,"SARA, SOLTANIZADEH",OA:A5035269404,"SARA, SOLTANIZADEH",SARA S,,https://openalex.org/A5035269404,OA:A5035269404,,
OA:A5035348867,"JAY, W. LORSCH",OA:A5035348867,"JAY, W. LORSCH",JAY WL,,https://openalex.org/A5035348867,OA:A5035348867,,
OA:A5035351750,PRINCE DUBEY,OA:A5035351750,PRINCE DUBEY,"DUBEY, P.",,https://openalex.org/A5035351750,OA:A5035351750,,
OA:A5035360152,"TIMOTHY, PARK",OA:A5035360152,"TIMOTHY, PARK",TIMOTHY P,,https://openalex.org/A5035360152,OA:A5035360152,,
OA:A5035362910,"CHAD, W. AUTRY",OA:A5035362910,"CHAD, W. AUTRY",CHAD WA,,https://openalex.org/A5035362910,OA:A5035362910,,
OA:A5035431948,"GRO, ALTEREN",OA:A5035431948,"GRO, ALTEREN",GRO A,,https://openalex.org/A5035431948,OA:A5035431948,,
OA:A5035444067,"JULIE, M. CARLETON",OA:A5035444067,"JULIE, M. CARLETON",JULIE MC,,https://openalex.org/A5035444067,OA:A5035444067,,
OA:A5035562559,"ANDRE, THEORET",OA:A5035562559,"ANDRE, THEORET",ANDRE T,,https://openalex.org/A5035562559,OA:A5035562559,,
OA:A5035589717,"LEIGH, LAWTON",OA:A5035589717,"LEIGH, LAWTON",LEIGH L,,https://openalex.org/A5035589717,OA:A5035589717,,
OA:A5035647423,"AAMIR, ALI GOPANG",OA:A5035647423,"AAMIR, ALI GOPANG",AAMIR AG,,https://openalex.org/A5035647423,OA:A5035647423,,
OA:A5035651628,"TONY, WIJAYA",OA:A5035651628,"TONY, WIJAYA",TONY W,,https://openalex.org/A5035651628,OA:A5035651628,,
OA:A5035677039,"STEVE, FARLOW",OA:A5035677039,"STEVE, FARLOW",STEVE F,,https://openalex.org/A5035677039,OA:A5035677039,,
OA:A5035705678,"GEOFF, ALVY",OA:A5035705678,"GEOFF, ALVY",GEOFF A,,https://openalex.org/A5035705678,OA:A5035705678,,
OA:A5035795643,"LEI‐YU, WU",OA:A5035795643,"LEI‐YU, WU",LEI‐YU W,,https://openalex.org/A5035795643,OA:A5035795643,,
OA:A5035806828,"HEIDI, M.K. NGAN",OA:A5035806828,"HEIDI, M.K. NGAN",HEIDI MN,,https://openalex.org/A5035806828,OA:A5035806828,,
OA:A5035809045,"YUEYIN, JIANG",OA:A5035809045,"YUEYIN, JIANG",YUEYIN J,,https://openalex.org/A5035809045,OA:A5035809045,,
OA:A5035872570,SHAMSUL HUDA BINTI ABDUL RANI,OA:A5035872570,SHAMSUL HUDA BINTI ABDUL RANI,"RANI, S.H.B.",,https://openalex.org/A5035872570,OA:A5035872570,,
OA:A5035980023,"ANNIE, H. LIU",OA:A5035980023,"ANNIE, H. LIU",ANNIE HL,,https://openalex.org/A5035980023,OA:A5035980023,,
OA:A5035985423,"LINING, JIANG",OA:A5035985423,"LINING, JIANG",LINING J,,https://openalex.org/A5035985423,OA:A5035985423,,
OA:A5036007830,"VINCENZO, PERRONE",OA:A5036007830,"VINCENZO, PERRONE",VINCENZO P,,https://openalex.org/A5036007830,OA:A5036007830,,
OA:A5036055768,"RALPH, C. HYBELS",OA:A5036055768,"RALPH, C. HYBELS",RALPH CH,,https://openalex.org/A5036055768,OA:A5036055768,,
OA:A5036065601,"QUINN, RISCH",OA:A5036065601,"QUINN, RISCH",QUINN R,,https://openalex.org/A5036065601,OA:A5036065601,,
OA:A5036067680,OSMAN GULSEVEN,OA:A5036067680,OSMAN GULSEVEN,"GULSEVEN, O.",,https://openalex.org/A5036067680,OA:A5036067680,,
OA:A5036101893,"SYEDA, AROOJ",OA:A5036101893,"SYEDA, AROOJ",SYEDA A,,https://openalex.org/A5036101893,OA:A5036101893,,
OA:A5036112972,"GUANG, DUAN",OA:A5036112972,"GUANG, DUAN",GUANG D,,https://openalex.org/A5036112972,OA:A5036112972,,
OA:A5036130001,"CHARLES, K. AKUETTEH",OA:A5036130001,"CHARLES, K. AKUETTEH",CHARLES KA,,https://openalex.org/A5036130001,OA:A5036130001,,
OA:A5036162766,"LAM, BA HOA",OA:A5036162766,"LAM, BA HOA",LAM BH,,https://openalex.org/A5036162766,OA:A5036162766,,
OA:A5036163123,"COLIN, BRASH",OA:A5036163123,"COLIN, BRASH",COLIN B,,https://openalex.org/A5036163123,OA:A5036163123,,
OA:A5036163267,"ROGER, L. JENKINS",OA:A5036163267,"ROGER, L. JENKINS",ROGER LJ,,https://openalex.org/A5036163267,OA:A5036163267,,
OA:A5036167115,"HOLLY, L. SCHRANK",OA:A5036167115,"HOLLY, L. SCHRANK",HOLLY LS,,https://openalex.org/A5036167115,OA:A5036167115,,
OA:A5036253669,"RAJIV, P. DANT",OA:A5036253669,"RAJIV, P. DANT",RAJIV PD,,https://openalex.org/A5036253669,OA:A5036253669,,
OA:A5036299446,"DEIRDRE, T. GUION",OA:A5036299446,"DEIRDRE, T. GUION",DEIRDRE TG,,https://openalex.org/A5036299446,OA:A5036299446,,
OA:A5036342710,"SAM, HAYS",OA:A5036342710,"SAM, HAYS",SAM H,,https://openalex.org/A5036342710,OA:A5036342710,,
OA:A5036362349,"DAVID, P. M. ZAKS",OA:A5036362349,"DAVID, P. M. ZAKS",DAVID PMZ,,https://openalex.org/A5036362349,OA:A5036362349,,
OA:A5036382649,"MARIA, MADALINA POPICA",OA:A5036382649,"MARIA, MADALINA POPICA",MARIA MP,,https://openalex.org/A5036382649,OA:A5036382649,,
OA:A5036409999,"CLAUDIU, V. DIMOFTE",OA:A5036409999,"CLAUDIU, V. DIMOFTE",CLAUDIU VD,,https://openalex.org/A5036409999,OA:A5036409999,,
OA:A5036459978,"JACOB, DONKOR",OA:A5036459978,"JACOB, DONKOR",JACOB D,,https://openalex.org/A5036459978,OA:A5036459978,,
OA:A5036496688,"KATHARINA, LAUFS",OA:A5036496688,"KATHARINA, LAUFS",KATHARINA L,,https://openalex.org/A5036496688,OA:A5036496688,,
OA:A5036501944,NURHILALIA,OA:A5036501944,NURHILALIA,NURHILALIA,,https://openalex.org/A5036501944,OA:A5036501944,,
